group_id,task,creativity,novelty,usefulness,team_size,pattern,final_idea
35852,PS1,0.0822784810126582,0.125,0.6582278481012658,3,Parallel Pathways,Reduce the costs of other-mateirals based (environmentall friendly) bags lower than plastic ones transform the consumer or supplier habits in the provision of plastic based bottles or even free or encourage people for plastic products or sending them into spaces with rockets. Scientific progress of turning plastic materials into useful elements.
35278,PS5,0.3809523809523809,0.6666666666666666,0.5714285714285714,3,Early Anchor & Deep Dive,"--Assigned Office Pet--
 - Idea is to source pets from shleter homes, guinnea pigs, ponies, fishes, dogs, cats, you name it!
 - When a new worker joins, they are paired up with a pet forming a strong bond, connection, that they hope is lifelong.
 - What worker is going to want to leave a company, if they also leave their pet?"
35587,PS6,0.0614297945205479,0.109375,0.5616438356164384,3,Early Anchor & Deep Dive,"Government PSA advertised on TV and social media. Emphasise health benefits, add a hint of comedy (could hire famous comedian, make it a skit), emphasise fact that it's easy to do, could do it together as a couple."
36386,PS4,0.0967261904761904,0.1785714285714285,0.5416666666666666,3,Early Anchor & Deep Dive,"Provision of Compulsory and tuition-free Basic and high school education, tuition-free College."
35126,PS4,0.1428571428571428,0.2142857142857142,0.6666666666666667,3,Divergent–Convergent Funnel,"If we assume resources are unevenly distributed, we could rotate resources between schools every number of months (teachers, books etc), this would even out the problem."
34318,PS1,0.110759493670886,0.875,0.1265822784810126,3,Parallel Pathways,"Plastics are a by-product of the petrochemical industry. Burn every single source of petro chemical in the world. We can adopt plastics as a global legal tender, which will ensure that people collect all plastics and dont dispose of plastics as it is now money."
34813,PS3,0.0909090909090909,1.0,0.0909090909090909,3,Divergent–Convergent Funnel,"put the neuro links in the minds of all the people and then remove the word ""sorry“ from memory"
34673,PS3,0.2954545454545453,0.4999999999999999,0.5909090909090908,3,Early Anchor & Deep Dive,"installing an app that counts the number of times you say sorry in a day and if it hears the word 'sorry' its rings for 10 min at the hightest volume.
 

 And if you limit your use of the word 'sorry' for <5 a day then you get incentivised in points that you can redeem for your use."
34673,PS2,0.0269334359368988,0.0442477876106194,0.6086956521739131,3,Divergent–Convergent Funnel,Create multiple channels/ buffer stocks at every step to avoid 100% dependency on a single way/ process
36388,PS5,0.1768707482993197,0.3809523809523809,0.4642857142857143,3,Parallel Pathways,"Every Friday have a work party where one person is recognized for their hard work for the week - good work environment. Have a club for employees who have been at the company for e.g. 5 years or longer - this ""club of members"" will get a fully paid for holiday every now and then."
36473,PS5,0.1530612244897959,0.4761904761904761,0.3214285714285714,6,Parallel Pathways,making stringent rules that dissuade leaving voluntarily as well as giving incentives for hard work.
35512,PS6,0.0308219178082191,0.2500000000000001,0.1232876712328767,3,Divergent–Convergent Funnel,"Wiring a speaker to the shower, such that when the shower is turned on, the speaker starts playing music. The speaker is programmed to stay on for 20 minutes - can't be turned off before."
35227,PS6,0.2622003424657535,0.3906250000000001,0.6712328767123288,3,Brainstorming without Evaluation,"free soundproof showers with waterproof disco or karaoke devices provided
 advertisements with famous singers singing in the shower, have celebrities do a campaign clarifying commonly mistaken lyrics, repopularise songs that everyone knows 
 shower concerts at water park
 have sensors for when people sing in the shower they pay less for their water
 publicise the research study, Instagram campaigns #showersinging"
36386,PS6,0.0179794520547945,0.0625,0.2876712328767123,3,Early Anchor & Deep Dive,"Incorporation of musical devices in shower cubicles that automatically turns on, the moment the shower is on."
35922,PS6,0.0374571917808219,0.109375,0.3424657534246575,3,Parallel Pathways,Create an advertisement campaign on sound-proofing showers. Get non-singer celebrities and personalities to sing in the shower and make it a trend on social platforms to remove the stigma around shower singing. Get people to post pruned finger pictures on social media to gain traction.
34428,PS2,0.1050404001539053,0.1858407079646017,0.5652173913043479,3,Parallel Pathways,Make a computer model to provide country-specific predictions of demand and generate an efficient delivery schedule. Multiple companies send different products to one location where they can be assembled into one package per customer to reduce the costs of delivering things separately
35773,PS3,0.1713286713286712,0.5384615384615383,0.3181818181818181,3,Parallel Pathways,"Make alternatives like 'soz' viral; implement a universal microphone system (on people's phones, voice assistants and other wearable) that receives voice inputs which then generate a small electrical shock whenever someone says the word 'sorry'."
35764,PS6,0.1742294520547946,0.3437500000000001,0.5068493150684932,6,Parallel Pathways,"To introduce a system involving kareoke (waterproof mic and radio/speakers) which triggers the shower head (the water doesn't come out unless you sing); the water temperature is determined by the volume of the user's singing voice; the shower user is confined in the shower for the duration of e.g. a muscial lasting over 20 minutes. A safety feature is built-in whereby the door of the shower will only unlock if there's a fire hazard or medical emergency. As a reward for completing the challenge, participants get a discount on their utility bills. Housemates get earplugs. To market the campaign, celebrities are approached to spearhead the challenge and make posts on social media in an attempt to emulate the virality attained by the ice-bucket challenge which raises awareness for the health benefits associated with taking a longer shower."
35852,PS2,0.1131204309349749,0.1858407079646017,0.6086956521739131,3,Parallel Pathways,International actors more added into the supply chain to reduce the risks and improve the robustness. Blockchain. Vertical integration supply chain elements in a single party through mergers and acquisitions or increased contract based interdependence among supply chain participants.
35758,PS3,0.1118881118881118,0.1538461538461537,0.7272727272727273,3,Parallel Pathways,"We can create a word to replace ""sorry"", like ""my bad"", or another language or pronounciation.
 In extreme cases, we can foster an environment that eliminates the behaviour of feeling sorry and empathizing with others."
34420,PS5,0.1870748299319727,0.238095238095238,0.7857142857142858,6,Parallel Pathways,"We would encourage making employees feel they have a sense of purpose and belonging to the company by offering them:
 1) Higher compensation for their time
 2) Social benefits (private insurance, paid time-off, longer maternity and paternity leaves, access to assorted and healthy food options at work, transportation coupons, subsidized tickets, housing subisdies, nursery service for kids while parents are at work） 
 3) Bringing people together for away days for team and community building
 4) Providing career building opportunities 
 5) Offering community engagement and volunteering roles to increase their sense of social responsibility while at the company"
35282,PS3,0.1398601398601398,0.3846153846153846,0.3636363636363636,6,Divergent–Convergent Funnel,"- remove the word from the dictionary
 - language bans as English people say sorry to many times
 - global ban on the word 'sorry', use other words for it or another language eg apologise or lo siento (Spanish)
 - make people less empathetic
 - convict people that say sorry
 - propaganda
 - wide spread surveillance
 - Don't teach that word
 - punishment to ensure that people don't feel like saying it
 - catchy songs that promote alternative words
 - people who say sorry die straight away
 - neuro intervention to unlearn the word/ brain chips/ forget the word
 

 

 ----ONE GLOBAL LANGUAGE ----
 - everyone starts from scratch
 - everyone is at disadvantage
 - kick it off from newborns straigth away
 - fight for which language: could we get the whole world to make one new language?
 - or chose second majority language as less people need to be convinced
 - sign language (sign langugage in diff countries)"
36143,PS6,0.0993150684931507,0.2500000000000001,0.3972602739726027,3,Parallel Pathways,"Create a soap in the shape of a microphone to implicitly remind people about these health benefits. The box can also include information about these benefits. Other products could be made with this theme - e.g. shower curtain that looks like a stage curtain, amazon alexa app for karaoke"
34213,PS1,0.0253164556962025,0.4999999999999999,0.0506329113924051,3,Early Anchor & Deep Dive,Create a global plastic waste management organisation to send all global plastic wastes to outer space with a spacecraft towards the Sun
35773,PS2,0.2158522508657176,0.2920353982300884,0.7391304347826089,3,Divergent–Convergent Funnel,"Design a tracking system that traces the real-time location and statuses of goods along the production/logistic timeline: integrate an extra lane on all major highways as an express lane that fasttracks the delivery, receive alerts for issues (e.g. crop failure) at the start of the supply chain so that substitutes can be secured."
34677,PS1,0.1097046413502109,0.1666666666666666,0.6582278481012658,3,Parallel Pathways,"Add an RFID tag to every plastic bag - if any bag is thrown away, the person who owns it (tagged via RFID), they have to pay a small amount"
34612,PS6,0.0749143835616438,0.109375,0.6849315068493151,6,Parallel Pathways,"-Better optimal quality of water as much as you sing
 -Have beats in the shower (indesigned speakers)
 -Remove the latches on the door so that the people know that you're singing inside"
36321,PS1,0.0590717299578059,0.6666666666666665,0.0886075949367088,6,Parallel Pathways,"send the plastic goods to the sun, so they will be burned into nothing. make it compulsory to use degradable material as substitue; develop bacteria-eat material;"
35758,PS1,0.2215189873417721,0.2499999999999999,0.8860759493670887,3,Parallel Pathways,"Replace all plastic packaging into paper packaging, like paper electronics. For existing plastic products, we propose to create a farming community of microbes that can consume and break down plastics in the ocean, we can grow and harvest these microbes on an industrial scale."
34483,PS1,0.2331223628691983,0.5416666666666667,0.4303797468354431,3,Divergent–Convergent Funnel,"Create a machine that burns plastic to generate energy with the least amount of air pollution as possible. Together with that, create a better plastic you can burn with no residue. You need to fund research to develop both the machines and the new plastic."
34250,PS3,0.1180069930069929,0.6923076923076921,0.1704545454545454,3,Divergent–Convergent Funnel,"A little clip attached to everybody's tongue that prevents them from retracting their tongues when they say ""sorry"", aka they will eventually do ""sohrriiii"" instead."
36386,PS5,0.2857142857142857,0.5714285714285715,0.5,3,Early Anchor & Deep Dive,Government should make a work-life policy that mandates employers to ensure adequate work-life balance and continuous personal and professional development.
35651,PS1,0.220464135021097,0.7916666666666667,0.2784810126582278,6,Divergent–Convergent Funnel,"we can invent some creation (animals, insects, bacterias, plants, etc.) to take the plastic stuff as the nutrition and absorb it, then produce sth useful (e.g., papers, meat) and make the pollution into production."
34402,PS3,0.2447552447552446,0.5384615384615383,0.4545454545454545,3,Parallel Pathways,"Create awareness to make sure people are made aware of the risks with social media and the internet with a campaign 'Don't say the ‘S’ word"" . While for people who are unable to overcome the habit, develop a mask that can change the audio output whenever the wearer says 'Sorry' to 'Apologies'"
36353,PS3,0.1101398601398601,0.1153846153846154,0.9545454545454546,6,Divergent–Convergent Funnel,"Replace saying ""sorry"" with a sign or gesture that will globally be accepted such as holding your two ears with your hands to express apology."
35177,PS2,0.143901500577145,0.1504424778761062,0.9565217391304348,6,Parallel Pathways,"To ensure supply chain security, we could design a supply chain with multiple insurances, contingencies (such as stock surplus) and diversification. We would also want to create the space to change strategies by monitoring the supply chain in real-time, forecasting future changes and coming up with a comprehensive risk assessment."
34348,PS2,0.1423624470950365,0.3274336283185841,0.4347826086956521,3,Parallel Pathways,"Barter and borrow system, decrease dependency on new products/ supply chain
 

 Source materials closer to warehouse and distribution center
 

 Implement AI to forecast demand and issues"
36473,PS4,0.0,0.0,0.375,6,Early Anchor & Deep Dive,building of schools and libraries equipped with books and internet access to academic resources
35042,PS5,0.2431972789115646,0.5238095238095238,0.4642857142857143,3,Parallel Pathways,"If an employee wants to leave the firm, then the firm will build you an app that will find you a different role within the company instead. This means that an employee will be less likely to leave the company if they are not enjoying their role, and will instead move to another part of the business. However, if the employee still wants to leave, then they must find their own replacement, with the company paying a bonus to the employee (if the employee sticks around after the probation period) for the referral. If you want to come back, the door is always open. You can go back to the app / marketplace and find a role that matches your skills."
35068,PS1,0.0970464135021097,0.1666666666666666,0.5822784810126583,6,Parallel Pathways,"To tackle plastic waste environmental we have to manage three main lifecycles of plastic use, which are plastic production, plastic consumption, and plastic destruction. 
 

 1. Plastic Production Solution
 - Setting up a law to go net zero and prohibit the use of plastic
 - Change the molecular structure of plastics to make it decomposable
 

 2. Plastic Consumption Solution
 - Incentivize people not to use plastic and provide alternatives
 - Charge a very high price for the use of plastic (double the price) and provide a discount for those who refuse to use plastic (10-20%)
 

 3. Plastic Destruction Solution
 - Digestive enzyme to decompose plastic molecule"
34663,PS5,0.260204081632653,0.4285714285714285,0.6071428571428572,6,Divergent–Convergent Funnel,"Provide mortage help to the employees and company will be paying the interest. if the employee leaves beofre the end of the mortage, they have to pay back all the interest to the company."
36474,PS6,0.2407962328767124,0.3906250000000001,0.6164383561643836,3,Parallel Pathways,A shower head with a built in speaker to play music. You can select your mood and this will generate a 20+ minute playlist. Once you're in the bathroom there could be a motion sensor that automatically starts playing the music. There's an additional screen (waterproof) that generates karaoke style lyrics to engourage singing along. There's a duet functionality where only one part will ne vocalised so you are encouraged to sing as the second part.
35260,PS3,0.1923076923076923,0.3846153846153846,0.5,6,Parallel Pathways,"Use different languages
 The IPA Mask: Based on the IPA of sorry to analysis how to pronouce Sorry, and base on that to generate an electronic mask which can flit IPA of Sorry. And you will never can say SORRY ever again."
34673,PS1,0.0675105485232067,0.0833333333333333,0.8101265822784809,3,Parallel Pathways,Increase taxes for industries producing plastic and penalising people by charging double the amount of the purchased item more when using plastic bag
34231,PS6,0.0734160958904109,0.109375,0.6712328767123288,6,Parallel Pathways,"Integrate Spotify and other music labels in your shower that allows end users to sing and dance while showering. The product design would be as simple as equivalant to Amazon's Alexa to simplify the implementation of individual music choice. Furthermore, users are encouraged to record their singing and post this on their social media #ShowerVisionSongContest so they can compete who will win the competition. Winner gets 200 pounds, which is generated by online traffic of the platform."
35456,PS5,0.4846938775510203,0.7142857142857143,0.6785714285714285,3,Divergent–Convergent Funnel,"Petting zoo that includes rescues, strays and emotional support animals available at the office around the clock.Some of the less dangerous animals can be allowed to roam around the building to interact with employees in situ.During holidays and closure periods, employees can look after individual animals."
36388,PS6,0.1048801369863014,0.1562500000000001,0.6712328767123288,3,Parallel Pathways,"Ultimately, make the shower space more exciting - e.g. microphones, decorations, screens, music in the background, etc. Have tv competitions of ""singing in the shower"", sing offs against friends, social activity, connect shower time with internet so you and your friends can sing together. Start hash tags on social media (e.g. tiktok). Bill reduction for shower time/ water usage."
35005,PS6,0.113013698630137,0.2500000000000001,0.4520547945205479,3,Divergent–Convergent Funnel,"Design a shower that heats up only when you sing/ the water doesnt come out if you dont sing + add broadcasting features (earn presents n money from FANS + have a ranking [put scores on the songs u sing]) + the showerhead is a microphone + add free body scrubs n in-built massage to make them stay longer + duolingo (you havent sung 5 days, DUOlingo is sad)"
34483,PS2,0.1258176221623701,0.9646017699115044,0.1304347826086956,3,Divergent–Convergent Funnel,"Everyone has a machine (supersonic machine) that you program, pay for the finished good, insert a small cube made of "" everything material"", and then you have whatever you need/want. From a laptop to a bowl of pasta. You should have a certain amount of raw material always in your house, to avoid running out of it."
36355,PS5,0.183673469387755,0.2857142857142857,0.6428571428571428,3,Parallel Pathways,"Primarily, the renumeration of workers should commensurate their job roles. Incentivisation should be put into consideration to reward workers' performance. There should also be good work-life balance, work culture environment, and welfarism. Likewise, there should be room for career development and progression through trainings, sponsoring workers to attend workshops and conferences."
36233,PS4,0.3392857142857143,0.6785714285714286,0.5,3,Early Anchor & Deep Dive,"Force billionaires (minimum 100) to investment, build, and fund schools (offering scholarship to education students to provide teachers, infrastructure and running costs, including food, elec. etc.) in disadvantaged areas, providing free foundational education."
36175,PS5,0.1530612244897958,0.4285714285714285,0.3571428571428571,3,Divergent–Convergent Funnel,The company could form partnerships with other businesses to offer exclusive discounts to their employees.
34570,PS2,0.1292804924971143,0.1858407079646017,0.6956521739130437,3,Parallel Pathways,"improved data analytics, together with a localised digitalised drone delivery system that is passcode-protected (or trained monkeys - they're smart)"
36196,PS3,0.1888111888111888,0.2307692307692308,0.8181818181818181,6,Parallel Pathways,"To reduce the spread of the new virus/disease,we could encourage people to use the word 'orry' as a substitute for 'sorry'. This can be implemented by:
 1. setting up education programmes in schools and universities 
 2. making social media trends to encourage a younger target audience
 3. having a training programme at workplaces 
 4. publicly broadcasting on television from the head of state
 5. public signage 
 6. introducing fines for those who say 'sorry'"
35005,PS5,0.1904761904761904,0.3333333333333332,0.5714285714285714,3,Divergent–Convergent Funnel,"Announce one free item/ perk every year on the 1st of Jan [-uploaded online cus holiday n work life balance] and if the employee stays for the whole year they will earn the prize (prize includes: free gym membership (ongoing as long as you stay,free netflix, free holiday, free Ipad, free celebrity meetup, free concert tickets, free laptop)"
36233,PS5,0.0544217687074829,0.0952380952380952,0.5714285714285714,3,Parallel Pathways,"Increase salaries and compensation packages,improve company status."
34677,PS2,0.1442862639476721,0.2212389380530973,0.6521739130434783,3,Divergent–Convergent Funnel,"Make everything autonomous - self-driving trucks, delivery via robots etc. that can be tracked at every point in the supply chain"
35282,PS1,0.1613924050632911,0.3749999999999999,0.4303797468354431,6,Divergent–Convergent Funnel,"- bacteria that break down plastics or other chemicals/ microorganisms that can do this
 - stop plastic production so there isnt anymore
 - alternatives to plastic: we never needed them beforehand: glass, bamboo, metal. 
 - cannot throw away plastic- all that you use will have to stay within your home hence less inclined to use it.
 - stitching a bag onto everyones hand/ kangaroo pouches to target buying supermarket bags
 - shops stop selling those things so there isnt impulse buying
 - showing how much animals in the sea are affected by plastic on billboards, phone adverts in order to show real life images and videos of dying animals
 - cigarette buds
 

 

 ----- Kangaroo pouch-----
 - make out of existing plastic to show punishment for amount that has been used
 - it will reduce the number of people needing to buy shopping bags/ carrier bags
 - limitation: does not target other plastic materials"
35185,PS5,0.2023809523809523,0.3333333333333332,0.6071428571428572,3,Parallel Pathways,"We propose increasing employee convenience as a way to combat voluntary attrition. This does not involve raising employees salaries rather making it more convenient to keep working at a company through benefits such as free food, childcare, coffee bar, or a gym. Workplaces could also offer social activities onsite which simultaneously improve company culture and promote skill development."
36225,PS3,0.0,0.0,0.8181818181818181,6,Parallel Pathways,"Cancel the word ""sorry,"" use is punishable and provide alternatives to replace."
36489,PS3,0.1923076923076923,0.3846153846153846,0.5,6,Sequential Replace,"create zap wristbands that give a gentle shock when the word ""sorry"" is said."
35592,PS1,0.030590717299578,0.0416666666666666,0.7341772151898736,6,Divergent–Convergent Funnel,Funding for research into plastic alternatives and incentives for companies to switch over from plastic to sustainable materials.
36204,PS4,0.0892857142857142,0.4285714285714285,0.2083333333333333,3,Parallel Pathways,"We will reduce the unequal distribution of academic resoursces by reimagining the school education. From now on, every scholl in the country will be a boarding school with similar facilities and organisation. But also, both teachers and students will be rotated from one to another on semester basis so that children would have the same opportunities to experience different teachers and learning environments."
35932,PS1,0.1529535864978903,0.2083333333333333,0.7341772151898736,6,Parallel Pathways,"Incentivise through funding, companies to go plastic-free as well as provide financial support to people to use plastic-free products. Also provide funding towards research of finding alternative materials that can replace plastic. 
 

 Recycling should become more efficient and cheap and hence money should also be provided towards reserach on how that can be achieved. Have an AI-system that sorts through housewhold waste and separates all products that are recyclable. 
 

 Reward people for their recycling effort. For example, if plastic bottles are returned, there can be a reduction in groceries. Alternatively, there should be a fine if recyclable items are placed with general waste."
34813,PS1,0.0870253164556962,0.125,0.6962025316455697,3,Divergent–Convergent Funnel,find an alternate similar to plastic and also tax the plastic and plastic companies leading to less usage
35850,PS3,0.1486013986013986,0.1923076923076923,0.7727272727272727,3,Parallel Pathways,"Ban the word 'sorry' and decide on a replacement word, with a similar but not identical meaning, to popularise through popular culture and influencers. Censor all historic media to remove the word 'sorry'. Simultaneously, introduce a public health awareness scheme to inform people."
34570,PS3,0.1748251748251748,0.9615384615384616,0.1818181818181818,3,Divergent–Convergent Funnel,"Inject all humans with a vaccine that has a bacteria mimicking an extreme version of the male ego, which hinders them from apologising, else reprogram the brain to remove 'sorry' from their vocabulary"
